Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,West Virginia,2023,19,2023-05-13,443,391,93,14,22,95,17,262,2023,19,7.0,1337,6.955871353777113,7.105459985041136,0.2924457741211668,5,2,Spring
27/09/2023,West Virginia,2023,20,2023-05-20,441,390,93,10,29,94,22,262,2023,20,7.0,1341,6.935123042505594,7.009694258016405,0.29082774049217003,5,2,Spring
27/09/2023,West Virginia,2023,21,2023-05-27,431,388,71,103,21,100,23,262,2023,21,7.0,1399,5.0750536097212295,7.147962830593281,0.2773409578270193,5,2,Spring
27/09/2023,West Virginia,2023,22,2023-06-03,415,379,91,103,32,90,11,262,2023,22,7.0,1383,6.579898770788143,6.507592190889371,0.2740419378163413,6,3,Summer
27/09/2023,West Virginia,2023,23,2023-06-10,424,371,78,13,26,96,23,262,2023,23,7.0,1293,6.0324825986078885,7.424593967517401,0.28692962103634956,6,3,Summer
27/09/2023,West Virginia,2023,24,2023-06-17,435,390,81,14,22,99,23,262,2023,24,7.0,1326,6.108597285067873,7.46606334841629,0.29411764705882354,6,3,Summer
27/09/2023,West Virginia,2023,25,2023-06-24,403,351,81,15,29,67,25,262,2023,25,7.0,1233,6.569343065693431,5.43390105433901,0.2846715328467153,6,3,Summer
27/09/2023,West Virginia,2023,26,2023-07-01,434,382,79,10,31,97,15,262,2023,26,7.0,1310,6.030534351145038,7.404580152671755,0.2916030534351145,7,3,Summer
27/09/2023,West Virginia,2023,27,2023-07-08,429,395,80,10,27,81,24,0,2023,27,7.0,1046,7.648183556405354,7.743785850860421,0.3776290630975143,7,3,Summer
27/09/2023,West Virginia,2023,28,2023-07-15,474,427,80,11,26,99,22,0,2023,28,7.0,1139,7.023705004389816,8.691834942932397,0.3748902546093064,7,3,Summer
27/09/2023,West Virginia,2023,29,2023-07-22,454,418,86,103,30,103,16,262,2023,29,7.0,1472,5.842391304347826,6.997282608695652,0.28396739130434784,7,3,Summer
27/09/2023,West Virginia,2023,30,2023-07-29,409,375,80,103,15,89,14,262,2023,30,7.0,1347,5.939123979213066,6.607275426874535,0.27839643652561247,7,3,Summer
27/09/2023,West Virginia,2023,31,2023-08-05,413,389,81,14,22,90,17,262,2023,31,7.0,1288,6.288819875776397,6.987577639751552,0.30201863354037267,8,3,Summer
27/09/2023,West Virginia,2023,32,2023-08-12,462,436,81,12,29,81,20,262,2023,32,7.0,1383,5.856832971800434,5.856832971800434,0.3152566883586406,8,3,Summer
27/09/2023,West Virginia,2023,33,2023-08-19,437,421,96,13,21,89,17,262,2023,33,7.0,1356,7.079646017699115,6.563421828908554,0.31047197640117996,8,3,Summer
27/09/2023,West Virginia,2023,34,2023-08-26,435,410,92,103,17,87,24,262,2023,34,7.0,1430,6.433566433566433,6.083916083916084,0.2867132867132867,8,3,Summer
27/09/2023,West Virginia,2023,35,2023-09-02,415,395,79,103,30,90,17,262,2023,35,7.0,1391,5.679367361610352,6.470165348670022,0.2839683680805176,9,4,Autumn
27/09/2023,West Virginia,2023,36,2023-09-09,410,387,83,103,18,85,25,14,2023,36,7.0,1125,7.377777777777777,7.555555555555555,0.344,9,4,Autumn
27/09/2023,West Virginia,2023,37,2023-09-16,349,348,72,10,25,72,14,16,2023,37,7.0,906,7.9470198675496695,7.9470198675496695,0.3841059602649007,9,4,Autumn
27/09/2023,Wisconsin,2020,1,2020-01-04,1118,1017,229,54,52,271,56,0,2020,1,-1351.0,2797,8.187343582409724,9.688952449052557,0.3636038612799428,1,1,Winter
27/09/2023,Wisconsin,2020,2,2020-01-11,1060,960,194,54,59,236,49,0,2020,2,7.0,2612,7.427258805513016,9.03522205206738,0.3675344563552833,1,1,Winter
27/09/2023,Wisconsin,2020,3,2020-01-18,1133,1023,224,50,89,243,67,0,2020,3,7.0,2829,7.917992223400495,8.589607635206786,0.3616118769883351,1,1,Winter
27/09/2023,Wisconsin,2020,4,2020-01-25,1086,997,225,42,67,217,61,262,2020,4,7.0,2957,7.6090632397700375,7.338518769022658,0.3371660466689212,1,1,Winter
27/09/2023,Wisconsin,2020,5,2020-02-01,1176,1065,229,60,61,285,43,0,2020,5,7.0,2919,7.845152449468997,9.763617677286742,0.3648509763617677,2,1,Winter
27/09/2023,Wisconsin,2020,6,2020-02-08,1056,955,211,47,63,231,54,0,2020,6,7.0,2617,8.062667176155903,8.826901031715705,0.36492166602980514,2,1,Winter
27/09/2023,Wisconsin,2020,7,2020-02-15,1125,1017,215,39,64,272,48,0,2020,7,7.0,2780,7.7338129496402885,9.784172661870503,0.3658273381294964,2,1,Winter
27/09/2023,Wisconsin,2020,8,2020-02-22,1162,1050,236,60,63,259,56,0,2020,8,7.0,2886,8.177408177408177,8.974358974358974,0.36382536382536385,2,1,Winter
27/09/2023,Wisconsin,2020,9,2020-02-29,1136,991,226,49,59,239,56,0,2020,9,7.0,2756,8.200290275761974,8.67198838896952,0.3595791001451379,2,1,Winter
27/09/2023,Wisconsin,2020,10,2020-03-07,1116,1002,222,47,63,253,43,0,2020,10,7.0,2746,8.08448652585579,9.213401310997815,0.36489439184268024,3,2,Spring
27/09/2023,Wisconsin,2020,11,2020-03-14,1105,1002,240,42,60,231,56,0,2020,11,7.0,2736,8.771929824561402,8.442982456140351,0.36622807017543857,3,2,Spring
27/09/2023,Wisconsin,2020,12,2020-03-21,1115,1000,205,63,67,244,45,262,2020,12,7.0,3001,6.831056314561813,8.130623125624792,0.3332222592469177,3,2,Spring
27/09/2023,Wisconsin,2020,13,2020-03-28,1146,1048,216,54,68,257,57,19,2020,13,7.0,2865,7.539267015706806,8.970331588132636,0.3657940663176265,3,2,Spring
27/09/2023,Wisconsin,2020,14,2020-04-04,1221,1087,190,51,62,267,57,77,2020,14,7.0,3012,6.308100929614874,8.864541832669323,0.3608897742363878,4,2,Spring
27/09/2023,Wisconsin,2020,15,2020-04-11,1171,1068,224,52,68,250,46,76,2020,15,7.0,2955,7.580372250423012,8.460236886632826,0.3614213197969543,4,2,Spring
27/09/2023,Wisconsin,2020,16,2020-04-18,1152,1048,204,60,50,225,62,75,2020,16,7.0,2876,7.093184979137692,7.82336578581363,0.36439499304589706,4,2,Spring
27/09/2023,Wisconsin,2020,17,2020-04-25,1026,928,211,61,44,202,41,47,2020,17,7.0,2560,8.2421875,7.890625,0.3625,4,2,Spring
27/09/2023,Wisconsin,2020,18,2020-05-02,1162,1046,221,51,42,244,58,72,2020,18,7.0,2896,7.63121546961326,8.425414364640885,0.3611878453038674,5,2,Spring
27/09/2023,Wisconsin,2020,19,2020-05-09,1080,966,215,44,41,239,49,57,2020,19,7.0,2691,7.989594946116685,8.881456707543665,0.358974358974359,5,2,Spring
27/09/2023,Wisconsin,2020,20,2020-05-16,1022,912,221,38,54,197,51,55,2020,20,7.0,2550,8.666666666666668,7.7254901960784315,0.35764705882352943,5,2,Spring
27/09/2023,Wisconsin,2020,21,2020-05-23,1078,961,221,40,51,215,52,66,2020,21,7.0,2684,8.23397913561848,8.01043219076006,0.3580476900149031,5,2,Spring
27/09/2023,Wisconsin,2020,22,2020-05-30,1139,1011,236,38,42,242,46,89,2020,22,7.0,2843,8.301090397467464,8.512135068589519,0.35561027084066127,5,2,Spring
27/09/2023,Wisconsin,2020,23,2020-06-06,1043,916,218,39,39,222,51,47,2020,23,7.0,2575,8.466019417475728,8.62135922330097,0.35572815533980584,6,3,Summer
27/09/2023,Wisconsin,2020,24,2020-06-13,1026,927,214,46,41,210,55,41,2020,24,7.0,2560,8.359375,8.203125,0.362109375,6,3,Summer
27/09/2023,Wisconsin,2020,25,2020-06-20,1085,958,218,46,52,231,58,37,2020,25,7.0,2685,8.119180633147113,8.603351955307263,0.35679702048417133,6,3,Summer
27/09/2023,Wisconsin,2020,26,2020-06-27,1034,896,206,41,46,192,50,35,2020,26,7.0,2500,8.24,7.68,0.3584,6,3,Summer
27/09/2023,Wisconsin,2020,27,2020-07-04,1066,919,194,43,40,251,43,24,2020,27,7.0,2580,7.519379844961241,9.728682170542635,0.3562015503875969,7,3,Summer
27/09/2023,Wisconsin,2020,28,2020-07-11,1049,932,221,39,60,193,61,20,2020,28,7.0,2575,8.58252427184466,7.4951456310679605,0.36194174757281555,7,3,Summer
27/09/2023,Wisconsin,2020,29,2020-07-18,1039,924,235,28,55,214,55,35,2020,29,7.0,2585,9.090909090909092,8.27852998065764,0.3574468085106383,7,3,Summer
27/09/2023,Wisconsin,2020,30,2020-07-25,1101,994,225,40,38,256,58,53,2020,30,7.0,2765,8.1374321880651,9.258589511754069,0.3594936708860759,7,3,Summer
27/09/2023,Wisconsin,2020,31,2020-08-01,1057,945,221,40,48,225,53,48,2020,31,7.0,2637,8.38073568448995,8.532423208191126,0.3583617747440273,8,3,Summer
27/09/2023,Wisconsin,2020,32,2020-08-08,1099,973,241,32,52,229,54,60,2020,32,7.0,2740,8.795620437956204,8.357664233576642,0.3551094890510949,8,3,Summer
27/09/2023,Wisconsin,2020,33,2020-08-15,1126,1018,255,40,47,224,44,46,2020,33,7.0,2800,9.107142857142856,8.0,0.36357142857142855,8,3,Summer
27/09/2023,Wisconsin,2020,34,2020-08-22,1061,930,229,50,55,212,47,38,2020,34,7.0,2622,8.733790999237224,8.085430968726163,0.35469107551487417,8,3,Summer
27/09/2023,Wisconsin,2020,35,2020-08-29,1082,970,217,43,30,239,51,43,2020,35,7.0,2675,8.11214953271028,8.934579439252337,0.36261682242990656,8,3,Summer
27/09/2023,Wisconsin,2020,36,2020-09-05,1039,927,230,49,41,230,53,40,2020,36,7.0,2609,8.815638175546187,8.815638175546187,0.35530854733614414,9,4,Autumn
27/09/2023,Wisconsin,2020,37,2020-09-12,1066,947,181,53,40,217,52,47,2020,37,7.0,2603,6.9535151747983095,8.336534767575873,0.3638109873223204,9,4,Autumn
27/09/2023,Wisconsin,2020,38,2020-09-19,1140,1007,238,61,38,248,62,36,2020,38,7.0,2830,8.409893992932863,8.763250883392226,0.3558303886925795,9,4,Autumn
27/09/2023,Wisconsin,2020,39,2020-09-26,1102,976,232,43,55,228,51,60,2020,39,7.0,2747,8.445576993083364,8.299963596650892,0.3552966872952312,9,4,Autumn
27/09/2023,Wisconsin,2020,40,2020-10-03,1157,1041,225,37,56,250,46,85,2020,40,7.0,2897,7.766655160510873,8.62961684501208,0.3593372454263031,10,4,Autumn
27/09/2023,Wisconsin,2020,41,2020-10-10,1163,1060,223,58,41,227,55,127,2020,41,7.0,2954,7.549085985104941,7.684495599187542,0.35883547731888965,10,4,Autumn
27/09/2023,Wisconsin,2020,42,2020-10-17,1244,1136,206,54,44,230,54,194,2020,42,7.0,3162,6.514864010120178,7.2738772928526245,0.3592662871600253,10,4,Autumn
27/09/2023,Wisconsin,2020,43,2020-10-24,1387,1284,228,52,53,259,65,280,2020,43,7.0,3608,6.319290465631928,7.1784922394678485,0.3558758314855876,10,4,Autumn
27/09/2023,Wisconsin,2020,44,2020-10-31,1454,1339,228,46,49,277,62,349,2020,44,7.0,3804,5.993690851735016,7.28180862250263,0.3519978969505783,10,4,Autumn
27/09/2023,Wisconsin,2020,45,2020-11-07,1601,1476,229,68,61,296,48,425,2020,45,7.0,4204,5.447193149381541,7.040913415794481,0.3510941960038059,11,4,Autumn
27/09/2023,Wisconsin,2020,46,2020-11-14,1716,1597,240,64,57,305,54,525,2020,46,7.0,4558,5.265467310223782,6.69153137340939,0.35037297060114087,11,4,Autumn
27/09/2023,Wisconsin,2020,47,2020-11-21,1657,1553,254,56,62,240,48,565,2020,47,7.0,4435,5.727170236753101,5.411499436302142,0.35016910935738443,11,4,Autumn
27/09/2023,Wisconsin,2020,48,2020-11-28,1636,1512,222,62,55,275,61,489,2020,48,7.0,4312,5.148423005565863,6.377551020408164,0.35064935064935066,11,4,Autumn
27/09/2023,Wisconsin,2020,49,2020-12-05,1652,1533,233,75,54,273,73,515,2020,49,7.0,4408,5.28584392014519,6.193284936479128,0.3477767695099819,12,1,Winter
27/09/2023,Wisconsin,2020,50,2020-12-12,1569,1456,237,62,57,238,62,436,2020,50,7.0,4117,5.756618897255283,5.78090842846733,0.3536555744474132,12,1,Winter
27/09/2023,Wisconsin,2020,51,2020-12-19,1500,1396,240,67,65,231,46,399,2020,51,7.0,3944,6.085192697768763,5.856997971602434,0.3539553752535497,12,1,Winter
27/09/2023,Wisconsin,2020,52,2020-12-26,1404,1295,209,55,53,303,59,329,2020,52,7.0,3707,5.637982195845697,8.173725384407877,0.3493390882114918,12,1,Winter
27/09/2023,Wisconsin,2020,53,2021-01-02,1403,1293,219,56,63,266,61,310,2021,53,7.0,3671,5.965676927267775,7.245982021247617,0.3522201035140289,1,1,Winter
27/09/2023,Wisconsin,2021,1,2021-01-09,1378,1252,224,59,47,255,61,279,2021,1,7.0,3555,6.30098452883263,7.172995780590717,0.3521800281293952,1,1,Winter
27/09/2023,Wisconsin,2021,2,2021-01-16,1258,1164,206,58,62,242,46,240,2021,2,7.0,3276,6.288156288156288,7.3870573870573875,0.3553113553113553,1,1,Winter
27/09/2023,Wisconsin,2021,3,2021-01-23,1276,1160,215,43,49,270,53,215,2021,3,7.0,3281,6.552880219445291,8.229198415117342,0.3535507467235599,1,1,Winter
27/09/2023,Wisconsin,2021,4,2021-01-30,1192,1077,196,49,45,251,45,195,2021,4,7.0,3050,6.4262295081967205,8.229508196721312,0.35311475409836063,1,1,Winter
27/09/2023,Wisconsin,2021,5,2021-02-06,1157,1045,230,36,45,233,56,161,2021,5,7.0,2963,7.762402969962875,7.863651704353695,0.35268309146135673,2,1,Winter
27/09/2023,Wisconsin,2021,6,2021-02-13,1144,1037,221,44,59,247,54,112,2021,6,7.0,2918,7.573680603152845,8.46470185058259,0.35538039753255657,2,1,Winter
27/09/2023,Wisconsin,2021,7,2021-02-20,1126,1017,224,41,43,262,43,73,2021,7,7.0,2829,7.917992223400495,9.261223047013079,0.35949098621421,2,1,Winter
27/09/2023,Wisconsin,2021,8,2021-02-27,1104,1014,215,30,55,255,55,77,2021,8,7.0,2805,7.66488413547237,9.090909090909092,0.36149732620320857,2,1,Winter
27/09/2023,Wisconsin,2021,9,2021-03-06,1075,972,212,46,45,249,52,53,2021,9,7.0,2704,7.840236686390532,9.208579881656805,0.3594674556213018,3,2,Spring
27/09/2023,Wisconsin,2021,10,2021-03-13,1055,963,214,40,35,242,56,47,2021,10,7.0,2652,8.069381598793363,9.125188536953242,0.36312217194570134,3,2,Spring
27/09/2023,Wisconsin,2021,11,2021-03-20,996,904,207,37,39,219,51,34,2021,11,7.0,2487,8.323281061519904,8.805790108564535,0.36349014877362285,3,2,Spring
27/09/2023,Wisconsin,2021,12,2021-03-27,1027,926,205,38,50,217,49,37,2021,12,7.0,2549,8.042369556688897,8.513142408787761,0.36327971753628874,3,2,Spring
27/09/2023,Wisconsin,2021,13,2021-04-03,981,875,185,42,41,229,44,42,2021,13,7.0,2439,7.585075850758508,9.38909389093891,0.3587535875358754,4,2,Spring
27/09/2023,Wisconsin,2021,14,2021-04-10,1062,936,216,33,37,252,52,42,2021,14,7.0,2630,8.212927756653993,9.581749049429659,0.355893536121673,4,2,Spring
27/09/2023,Wisconsin,2021,15,2021-04-17,987,880,219,38,45,204,46,48,2021,15,7.0,2467,8.877178759627077,8.269152817186868,0.356708552898257,4,2,Spring
27/09/2023,Wisconsin,2021,16,2021-04-24,1070,943,216,35,47,237,53,45,2021,16,7.0,2646,8.16326530612245,8.956916099773244,0.3563869992441421,4,2,Spring
27/09/2023,Wisconsin,2021,17,2021-05-01,1022,911,199,29,37,264,45,50,2021,17,7.0,2557,7.78255768478686,10.324599139616739,0.3562768869769261,5,2,Spring
27/09/2023,Wisconsin,2021,18,2021-05-08,1026,900,198,44,39,229,42,39,2021,18,7.0,2517,7.866507747318235,9.09813269765594,0.3575685339690107,5,2,Spring
27/09/2023,Wisconsin,2021,19,2021-05-15,1001,905,215,35,38,238,54,42,2021,19,7.0,2528,8.504746835443038,9.414556962025317,0.35799050632911394,5,2,Spring
27/09/2023,Wisconsin,2021,20,2021-05-22,1024,911,233,30,39,230,44,40,2021,20,7.0,2551,9.133673069384555,9.016072128577028,0.35711485691885536,5,2,Spring
27/09/2023,Wisconsin,2021,21,2021-05-29,1014,904,197,35,34,260,54,28,2021,21,7.0,2526,7.7988915281076805,10.292953285827396,0.3578780680918448,5,2,Spring
27/09/2023,Wisconsin,2021,22,2021-06-05,1042,911,248,42,35,212,41,30,2021,22,7.0,2561,9.683717297930496,8.27801639984381,0.3557204217102694,6,3,Summer
27/09/2023,Wisconsin,2021,23,2021-06-12,1052,925,205,46,46,239,54,20,2021,23,7.0,2587,7.924236567452649,9.238500193274064,0.35755701584847316,6,3,Summer
27/09/2023,Wisconsin,2021,24,2021-06-19,1032,933,218,54,40,248,54,12,2021,24,7.0,2591,8.413739868776535,9.571593979158626,0.36009262832883054,6,3,Summer
27/09/2023,Wisconsin,2021,25,2021-06-26,947,836,187,44,38,212,52,262,2021,25,7.0,2578,7.253685027152831,8.223429014740109,0.3242823894491854,6,3,Summer
27/09/2023,Wisconsin,2021,26,2021-07-03,1066,941,211,47,39,259,54,19,2021,26,7.0,2636,8.004552352048558,9.825493171471928,0.3569802731411229,7,3,Summer
27/09/2023,Wisconsin,2021,27,2021-07-10,988,871,208,45,39,205,53,15,2021,27,7.0,2424,8.58085808580858,8.457095709570957,0.35932343234323433,7,3,Summer
27/09/2023,Wisconsin,2021,28,2021-07-17,957,832,193,32,41,210,50,11,2021,28,7.0,2326,8.29750644883921,9.028374892519347,0.3576956147893379,7,3,Summer
27/09/2023,Wisconsin,2021,29,2021-07-24,1077,952,239,33,56,234,47,10,2021,29,7.0,2648,9.025679758308156,8.836858006042297,0.3595166163141994,7,3,Summer
27/09/2023,Wisconsin,2021,30,2021-07-31,1103,970,210,51,53,245,58,23,2021,30,7.0,2713,7.740508661997788,9.03059343899742,0.35753778105418355,7,3,Summer
27/09/2023,Wisconsin,2021,31,2021-08-07,1074,946,211,48,48,221,36,34,2021,31,7.0,2618,8.059587471352177,8.441558441558442,0.36134453781512604,8,3,Summer
27/09/2023,Wisconsin,2021,32,2021-08-14,1061,949,216,51,44,246,37,46,2021,32,7.0,2650,8.150943396226415,9.283018867924527,0.3581132075471698,8,3,Summer
27/09/2023,Wisconsin,2021,33,2021-08-21,1150,1018,223,35,42,237,47,74,2021,33,7.0,2826,7.89101203113942,8.386411889596603,0.3602264685067233,8,3,Summer
27/09/2023,Wisconsin,2021,34,2021-08-28,1178,1057,230,39,58,264,33,111,2021,34,7.0,2970,7.744107744107744,8.88888888888889,0.35589225589225587,8,3,Summer
27/09/2023,Wisconsin,2021,35,2021-09-04,1172,1053,202,36,46,271,46,120,2021,35,7.0,2946,6.8567549219280375,9.198913781398506,0.3574338085539715,9,4,Autumn
27/09/2023,Wisconsin,2021,36,2021-09-11,1194,1072,213,46,54,232,48,135,2021,36,7.0,2994,7.114228456913827,7.748830995323981,0.3580494321977288,9,4,Autumn
27/09/2023,Wisconsin,2021,37,2021-09-18,1263,1133,220,54,53,245,52,168,2021,37,7.0,3188,6.900878293601004,7.685069008782936,0.3553952321204517,9,4,Autumn
27/09/2023,Wisconsin,2021,38,2021-09-25,1180,1061,214,49,36,218,48,146,2021,38,7.0,2952,7.249322493224933,7.384823848238482,0.35941734417344173,9,4,Autumn
27/09/2023,Wisconsin,2021,39,2021-10-02,1305,1149,227,44,51,236,53,175,2021,39,7.0,3240,7.006172839506172,7.28395061728395,0.35462962962962963,10,4,Autumn
27/09/2023,Wisconsin,2021,40,2021-10-09,1272,1128,223,35,49,262,53,180,2021,40,7.0,3202,6.964397251717676,8.182386008744533,0.35227982510930667,10,4,Autumn
27/09/2023,Wisconsin,2021,41,2021-10-16,1270,1152,233,60,43,237,54,175,2021,41,7.0,3224,7.227047146401985,7.351116625310174,0.3573200992555831,10,4,Autumn
27/09/2023,Wisconsin,2021,42,2021-10-23,1289,1167,219,55,59,248,60,156,2021,42,7.0,3253,6.732247156470949,7.623731939747926,0.35874577313249306,10,4,Autumn
27/09/2023,Wisconsin,2021,43,2021-10-30,1325,1197,223,50,52,271,56,170,2021,43,7.0,3344,6.668660287081339,8.104066985645932,0.35795454545454547,10,4,Autumn
27/09/2023,Wisconsin,2021,44,2021-11-06,1320,1195,254,46,49,273,50,165,2021,44,7.0,3352,7.577565632458234,8.144391408114558,0.3565035799522673,11,4,Autumn
27/09/2023,Wisconsin,2021,45,2021-11-13,1313,1197,233,71,48,250,57,169,2021,45,7.0,3338,6.980227681246255,7.489514679448773,0.3585979628520072,11,4,Autumn
27/09/2023,Wisconsin,2021,46,2021-11-20,1357,1232,218,62,48,260,53,212,2021,46,7.0,3442,6.333527019174897,7.553747821034282,0.357931435212086,11,4,Autumn
27/09/2023,Wisconsin,2021,47,2021-11-27,1394,1258,219,61,48,287,56,238,2021,47,7.0,3561,6.149957877000842,8.059533838809323,0.35327155293456897,11,4,Autumn
27/09/2023,Wisconsin,2021,48,2021-12-04,1387,1270,208,50,47,260,48,275,2021,48,7.0,3545,5.867418899858956,7.334273624823695,0.35825105782792666,12,1,Winter
27/09/2023,Wisconsin,2021,49,2021-12-11,1461,1348,237,57,68,280,48,301,2021,49,7.0,3800,6.236842105263158,7.368421052631578,0.3547368421052632,12,1,Winter
27/09/2023,Wisconsin,2021,50,2021-12-18,1477,1344,212,62,50,265,59,322,2021,50,7.0,3791,5.592192033764178,6.990240042205223,0.35452387232920074,12,1,Winter
27/09/2023,Wisconsin,2021,51,2021-12-25,1459,1367,234,69,56,258,56,298,2021,51,7.0,3797,6.162760073742428,6.794838030023703,0.3600210692652094,12,1,Winter
27/09/2023,Wisconsin,2021,52,2022-01-01,1481,1340,200,60,65,295,35,304,2022,52,7.0,3780,5.291005291005291,7.804232804232804,0.3544973544973545,1,1,Winter
27/09/2023,Wisconsin,2022,1,2022-01-08,1575,1442,229,53,59,322,65,331,2022,1,7.0,4076,5.618253189401374,7.899901864573112,0.3537782139352306,1,1,Winter
27/09/2023,Wisconsin,2022,2,2022-01-15,1593,1456,219,71,64,311,73,364,2022,2,7.0,4151,5.275837147675259,7.492170561310528,0.35075885328836426,1,1,Winter
27/09/2023,Wisconsin,2022,3,2022-01-22,1505,1363,210,54,51,291,60,355,2022,3,7.0,3889,5.399845718693752,7.482643353047055,0.35047570069426587,1,1,Winter
27/09/2023,Wisconsin,2022,4,2022-01-29,1444,1302,203,52,49,284,62,320,2022,4,7.0,3716,5.46286329386437,7.642626480086114,0.3503767491926803,1,1,Winter
27/09/2023,Wisconsin,2022,5,2022-02-05,1414,1275,223,64,70,270,60,234,2022,5,7.0,3610,6.177285318559557,7.479224376731302,0.35318559556786705,2,1,Winter
27/09/2023,Wisconsin,2022,6,2022-02-12,1308,1196,185,53,54,285,48,178,2022,6,7.0,3307,5.594194133655882,8.618082854550952,0.3616570910190505,2,1,Winter
27/09/2023,Wisconsin,2022,7,2022-02-19,1258,1140,270,44,44,257,52,132,2022,7,7.0,3197,8.445417578980294,8.038786362214575,0.35658429777916795,2,1,Winter
27/09/2023,Wisconsin,2022,8,2022-02-26,1172,1045,214,42,55,273,50,101,2022,8,7.0,2952,7.249322493224933,9.247967479674797,0.35399728997289975,2,1,Winter
27/09/2023,Wisconsin,2022,9,2022-03-05,1163,1046,255,47,49,247,56,66,2022,9,7.0,2929,8.706043018094913,8.432912256742915,0.3571184704677364,3,2,Spring
27/09/2023,Wisconsin,2022,10,2022-03-12,1134,1008,202,35,60,251,54,64,2022,10,7.0,2808,7.193732193732194,8.93874643874644,0.358974358974359,3,2,Spring
27/09/2023,Wisconsin,2022,11,2022-03-19,1074,974,215,45,42,240,55,41,2022,11,7.0,2686,8.004467609828742,8.935219657483247,0.3626209977661951,3,2,Spring
27/09/2023,Wisconsin,2022,12,2022-03-26,1079,957,216,36,63,234,42,30,2022,12,7.0,2657,8.129469326307866,8.806925103500188,0.3601806548739179,3,2,Spring
27/09/2023,Wisconsin,2022,13,2022-04-02,1115,988,227,38,57,227,49,39,2022,13,7.0,2740,8.284671532846716,8.284671532846716,0.3605839416058394,4,2,Spring
27/09/2023,Wisconsin,2022,14,2022-04-09,1068,959,210,42,51,236,54,16,2022,14,7.0,2636,7.966616084977238,8.952959028831563,0.36380880121396053,4,2,Spring
27/09/2023,Wisconsin,2022,15,2022-04-16,1072,951,206,43,42,284,53,18,2022,15,7.0,2669,7.718246534282502,10.64068939677782,0.3563132259273136,4,2,Spring
27/09/2023,Wisconsin,2022,16,2022-04-23,1049,935,220,41,55,212,42,28,2022,16,7.0,2582,8.520526723470178,8.210689388071263,0.36212238574748257,4,2,Spring
27/09/2023,Wisconsin,2022,17,2022-04-30,1039,924,223,43,44,230,43,13,2022,17,7.0,2559,8.71434153966393,8.987885892926926,0.36107854630715125,4,2,Spring
27/09/2023,Wisconsin,2022,18,2022-05-07,1047,937,223,36,56,247,49,25,2022,18,7.0,2620,8.511450381679388,9.427480916030534,0.35763358778625953,5,2,Spring
27/09/2023,Wisconsin,2022,19,2022-05-14,1077,932,210,55,61,257,39,25,2022,19,7.0,2656,7.906626506024097,9.676204819277109,0.3509036144578313,5,2,Spring
27/09/2023,Wisconsin,2022,20,2022-05-21,1081,982,209,36,60,247,45,43,2022,20,7.0,2703,7.732149463559009,9.137994820569737,0.36330003699593044,5,2,Spring
27/09/2023,Wisconsin,2022,21,2022-05-28,1068,943,227,36,50,221,52,43,2022,21,7.0,2640,8.598484848484848,8.371212121212121,0.3571969696969697,5,2,Spring
27/09/2023,Wisconsin,2022,22,2022-06-04,1028,896,205,43,51,203,43,34,2022,22,7.0,2503,8.190171793847382,8.110267678785457,0.3579704354774271,6,3,Summer
27/09/2023,Wisconsin,2022,23,2022-06-11,1060,936,216,31,48,224,54,32,2022,23,7.0,2601,8.304498269896193,8.612072279892349,0.35986159169550175,6,3,Summer
27/09/2023,Wisconsin,2022,24,2022-06-18,1038,901,221,29,51,213,67,32,2022,24,7.0,2552,8.659874608150469,8.34639498432602,0.3530564263322884,6,3,Summer
27/09/2023,Wisconsin,2022,25,2022-06-25,1078,945,184,43,52,270,56,31,2022,25,7.0,2659,6.919894697254607,10.154193305754044,0.3553967657013915,6,3,Summer
27/09/2023,Wisconsin,2022,26,2022-07-02,1099,970,224,39,54,254,49,28,2022,26,7.0,2717,8.244387191755614,9.348546190651454,0.3570114096429886,7,3,Summer
27/09/2023,Wisconsin,2022,27,2022-07-09,989,870,206,38,41,205,52,36,2022,27,7.0,2437,8.453016003282725,8.411981945014361,0.35699630693475587,7,3,Summer
27/09/2023,Wisconsin,2022,28,2022-07-16,1087,963,221,42,33,252,45,45,2022,28,7.0,2688,8.22172619047619,9.375,0.35825892857142855,7,3,Summer
27/09/2023,Wisconsin,2022,29,2022-07-23,1105,952,207,55,52,239,47,50,2022,29,7.0,2707,7.646841521980052,8.828961950498707,0.35168082748429996,7,3,Summer
27/09/2023,Wisconsin,2022,30,2022-07-30,1056,947,224,40,46,261,38,43,2022,30,7.0,2655,8.436911487758945,9.830508474576272,0.35668549905838043,7,3,Summer
27/09/2023,Wisconsin,2022,31,2022-08-06,1047,926,189,44,51,245,50,47,2022,31,7.0,2599,7.272027702962677,9.426702577914583,0.3562908811081185,8,3,Summer
27/09/2023,Wisconsin,2022,32,2022-08-13,1110,985,228,37,44,233,55,57,2022,32,7.0,2749,8.293925063659513,8.475809385230994,0.35831211349581665,8,3,Summer
